RecordNo,endtime,qweek,i12_health_1,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,weight,age,gender,state,household_size,employment_status,Vent_3,vac_boost_1,vac12_booster_other,vac_man_1,vac_man_2,vac_man_3,vac_man_4,vac_man_5,vac_man_6,vac_man_7,vac_man_96,vac_man_99,household_children_resp,future_1,future_2,had_covid_2,future_3
53373,24/03/2022 01:35,week 54,Frequently,Always,Always,Always,Sometimes,Always,Rarely,Rarely,Rarely,Rarely,Always,Sometimes,1.098087052,30,Female,New South Wales,1,Part time employment,Sometimes,No,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53374,24/03/2022 10:11,week 54,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.723083305,37,Female,Queensland,5,Part time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,3,3 – About the same,1 – A lot less impact,No,1 – A lot less impact
53375,24/03/2022 02:30,week 54,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,0.703663666,25,Male,South Australia,4,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,1 – A lot less impact
53376,24/03/2022 02:36,week 54,Always,Frequently,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Frequently,Sometimes,0.653943707,41,Female,South Australia,4,Part time employment,Frequently,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,4,5 - A lot more of an impact,No,4
53377,24/03/2022 02:45,week 54,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Always,Frequently,0.85758703,64,Male,Queensland,3,Retired,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53378,24/03/2022 02:48,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.929266178,60,Male,Queensland,1,Not working,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same, ,3 – About the same
53379,24/03/2022 02:50,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.880970595,39,Male,Queensland,4,Full time employment,Always, ,__NA__,Yes,Yes,No,No,No,No,No,No,No,2,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53380,24/03/2022 02:51,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.96672783,42,Male,South Australia,1,Unemployed,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53381,24/03/2022 03:05,week 54,Always,Frequently,Always,Always,Rarely,Always,Not at all,Sometimes,Rarely,Rarely,Frequently,Not at all,1.881747455,18,Male,New South Wales,4,Not working,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Prefer not to say,3 – About the same,3 – About the same,No,3 – About the same
53382,24/03/2022 03:24,week 54,Not at all,Frequently,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,0.985314419,48,Male,New South Wales,1,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53383,24/03/2022 04:14,week 54,Always,Sometimes,Frequently,Sometimes,Frequently,Frequently,Rarely,Frequently,Always,Always,Frequently,Sometimes,0.985314419,43,Male,New South Wales,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Don't know,3 – About the same,3 – About the same,No,4
53384,24/03/2022 04:50,week 54,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.921545609,30,Female,Tasmania,8 or more,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,3 – About the same,5 - A lot more of an impact,No,3 – About the same
53385,24/03/2022 05:12,week 54,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Frequently,Sometimes,1.1300614,26,Male,New South Wales,4,Full time employment,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,Don't know,3 – About the same,3 – About the same,No,3 – About the same
53386,24/03/2022 05:22,week 54,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,0.921640186,32,Female,Victoria,1,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,4,4,No,4
53387,24/03/2022 05:30,week 54,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,0.985314419,48,Male,New South Wales,5,Full time employment,Frequently,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,3,3 – About the same,3 – About the same,No,2
53388,24/03/2022 05:39,week 54,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.954604197,40,Male,Queensland,2,Unemployed,Frequently,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53389,24/03/2022 13:33,week 54,Frequently,Always,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Sometimes,Rarely,Frequently,0.954604197,35,Male,Queensland,4,Full time employment,Sometimes,No,__NA__,No,No,Yes,No,No,No,Yes,No,No,1,4,3 – About the same,Yes,5 - A lot more of an impact
53390,24/03/2022 11:33,week 54,Always,Always,Always,Always,Frequently,Rarely,Sometimes,Sometimes,Frequently,Always,Frequently,Sometimes,0.723083305,48,Female,Queensland,4,Part time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53391,24/03/2022 05:54,week 54,Rarely,Sometimes,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.248057742,27,Male,New South Wales,3,Full time employment,Not at all,No,Already contracted covid-19,Yes,Yes,Yes,No,No,No,No,No,No,0,2,2,Yes,1 – A lot less impact
53392,24/03/2022 05:59,week 54,Always,Frequently,Always,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Frequently,Always,Frequently,Rarely,0.985314419,44,Male,New South Wales,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,Prefer not to say,4,4, ,3 – About the same
53393,24/03/2022 06:07,week 54,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.054079941,24,Female,Queensland,2,Full time employment,Always, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53394,24/03/2022 06:48,week 54,Sometimes,Sometimes,Frequently,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.985314419,37,Male,New South Wales,3,Full time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,3 – About the same,No,3 – About the same
53395,24/03/2022 06:57,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.803936432,32,Female,New South Wales,Prefer not to say,Full time employment,Sometimes,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53396,24/03/2022 07:21,week 54,Not at all,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.803936432,28,Female,New South Wales,2,Part time employment,Rarely, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53397,24/03/2022 07:22,week 54,Frequently,Sometimes,Always,Rarely,Not at all,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,0.555527147,38,Male,South Australia,1,Unemployed,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53398,24/03/2022 07:25,week 54,Always,Always,Always,Frequently,Always,Not at all,Frequently,Sometimes,Frequently,Always,Always,Not at all,0.871396484,42,Male,Victoria,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,3 – About the same,4,No,2
53399,24/03/2022 07:28,week 54,Always,Frequently,Always,Always,Sometimes,Sometimes,Rarely,Always,Always,Always,Always,Sometimes,0.976049966,47,Female,New South Wales,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53400,24/03/2022 07:47,week 54,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Frequently,Always,Rarely,0.723083305,47,Female,Queensland,4,Not working,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,No,3 – About the same
53401,24/03/2022 08:04,week 54,Always,Always,Always,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,1.81415777,47,Male,Western Australia,1,Not working,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53402,24/03/2022 08:49,week 54,Always,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Frequently,Always,Always,Frequently,Sometimes,1.248057742,34,Male,New South Wales,4,Full time employment,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,3 – About the same,2,Yes,1 – A lot less impact
53403,24/03/2022 08:59,week 54,Always,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,0.985314419,40,Male,New South Wales,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,4,No,5 - A lot more of an impact
53404,24/03/2022 09:16,week 54,Frequently,Sometimes,Frequently,Always,Sometimes,Always,Always,Rarely,Sometimes,Rarely,Frequently,Not at all,1.045017908,27,Female,Victoria,4,Part time employment,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53405,24/03/2022 09:20,week 54,Frequently,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Rarely,Sometimes,Rarely,0.871396484,45,Male,Victoria,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,1 – A lot less impact
53406,24/03/2022 09:38,week 54,Always,Always,Always,Always,Not at all,Not at all,Not at all,Rarely,Rarely,Rarely,Not at all,Not at all,0.653943707,43,Female,South Australia,5,Unemployed,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,3 – About the same,3 – About the same,No,3 – About the same
53407,24/03/2022 09:41,week 54,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Sometimes,0.928838105,44,Female,Queensland,3,Unemployed,Always,No,Already booked to get booster,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,4,No,4
53408,24/03/2022 11:35,week 54,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Rarely,0.871396484,38,Male,Victoria,4,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53409,25/03/2022 22:33,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,0.985314419,41,Male,New South Wales,4,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53410,24/03/2022 09:55,week 54,Frequently,Frequently,Always,Frequently,Rarely,Sometimes,Frequently,Frequently,Sometimes,Always,Frequently,Sometimes,1.103762522,34,Male,Victoria,2,Full time employment,Frequently,No,__NA__,Yes,No,No,No,No,No,No,No,No,1,5 - A lot more of an impact,4,No,5 - A lot more of an impact
53411,24/03/2022 10:15,week 54,Always,Frequently,Always,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Frequently,Frequently,0.921640186,31,Female,Victoria,3,Part time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,Prefer not to say,3 – About the same,3 – About the same,Yes,3 – About the same
53412,24/03/2022 10:16,week 54,Always,Always,Always,Always,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,0.555527147,43,Male,South Australia,4,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53413,24/03/2022 10:47,week 54,Not at all,Rarely,Always,Always,Not at all,Always,Always,Rarely,Rarely,Rarely,Frequently,Sometimes,0.813491565,30,Female,Queensland,2,Full time employment,Rarely,No,__NA__,Yes,No,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53414,24/03/2022 10:59,week 54,Always,Sometimes,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,0.653943707,41,Female,South Australia,1,Full time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,4,3 – About the same,No,3 – About the same
53415,24/03/2022 11:14,week 54,Always,Sometimes,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,0.86847834,59,Male,New South Wales,2,Unemployed,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53416,24/03/2022 20:26,week 54,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,0.714590092,48,Female,New South Wales,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,4,No,4
53417,24/03/2022 11:51,week 54,Sometimes,Frequently,Always,Always,Sometimes,Frequently,Always,Always,Always,Always,Sometimes,Sometimes,0.653943707,43,Female,South Australia,1,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,2
53418,24/03/2022 11:52,week 54,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,0.985314419,47,Male,New South Wales,4,Full time employment,Frequently,Yes,__NA__,Yes,No,Yes,Yes,Yes,No,No,No,No,2,4,4,Yes,4
53419,24/03/2022 11:57,week 54,Not at all,Frequently,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.1300614,32,Male,New South Wales,3,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,3 – About the same,3 – About the same,No,2
53420,24/03/2022 11:59,week 54,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.054079941,22,Female,Queensland,Prefer not to say,Unemployed,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,Prefer not to say,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53421,24/03/2022 11:59,week 54,Not at all,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Sometimes,0.880970595,47,Male,Queensland,1,Not working,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53422,24/03/2022 12:01,week 54,Rarely,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.854809239,64,Female,Tasmania,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53423,24/03/2022 12:08,week 54,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.714590092,46,Female,New South Wales,3,Part time employment,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,No,3 – About the same
53424,24/03/2022 12:22,week 54,Frequently,Frequently,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.555527147,38,Male,South Australia,2,Unemployed,Not at all,No,__NA__,Yes,Yes,No,No,No,No,No,No,No,0,3 – About the same,2,No,2
53425,24/03/2022 12:25,week 54,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Always,Sometimes,Rarely,0.854809239,53,Female,Tasmania,1,Unemployed,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53426,24/03/2022 12:28,week 54,Always,Frequently,Always,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,1.0068049,38,Female,Western Australia,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,No,1 – A lot less impact
53427,24/03/2022 12:34,week 54,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,1.248057742,30,Male,New South Wales,1,Full time employment,Sometimes,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53428,24/03/2022 12:40,week 54,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Rarely,1.050660521,64,Female,Western Australia,1,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,2,No,1 – A lot less impact
53429,24/03/2022 12:49,week 54,Always,Always,Always,Always,Sometimes,Frequently,Always,Not at all,Not at all,Sometimes,Sometimes,Rarely,1.444164924,40,Female,Western Australia,3,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3 – About the same,No,2
53430,24/03/2022 12:58,week 54,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,Frequently,Frequently,1.248057742,25,Male,New South Wales,3,Unemployed,Always,No,__NA__,No,No,No,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53431,24/03/2022 13:00,week 54,Rarely,Not at all,Always,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Rarely,Not at all,Not at all,0.969339937,64,Female,Victoria,3,Full time employment,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,4,No,2
53432,24/03/2022 13:03,week 54,Rarely,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,0.555527147,45,Male,South Australia,3,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53433,24/03/2022 13:08,week 54,Always,Always,Always,Always,Rarely,Frequently,Always,Not at all,Not at all,Not at all,Frequently,Frequently,1.5070716,60,Female,Western Australia,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,2,2,No,2
53434,24/03/2022 13:08,week 54,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,1.248057742,30,Male,New South Wales,3,Full time employment,Always,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
